Column,dipl,HS_corr,HS_persname,persname,HS_persname_check,HS_comment,HS_link,dipl_ctx_lr15,pb_n,doc,dipl-ids
502,wolgeboren herr / Herrman Graue zů Neüenare,,Hermann von Neuenahr der Ältere,Hermann_von_Neuenahr_der_Ältere,true,Name,,ſeyen . Weiter iſt ein andere meynuug von diſzem dorn Eryngion / welche halter der wolgeboren herr / Herrman Graue zů Neüenare / findet man in vnſerem ander en latiniſchen / Kreüterbůch verzeychnet . Complexion . Jſt,CCLXXXII,ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6422_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6423_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6424_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6425_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6426_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6427_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6428_virtualSpan']"
503,wolgeboren herr / herr Herman võ Neuenar,,Hermann von Neuenahr der Ältere,Hermann_von_Neuenahr_der_Ältere,true,Name,,ſpitze / oder ſeiner weinſeüre . Der Pandectarius redt auch nicht übel daruon . Der wolgeboren herr / herr Herman võ Neuenar / der hat ein argkwon / La⸗ patium acutum / oder Lapathon /,CCLXXI,ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok3855_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok3856_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok3857_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok3858_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok3859_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok3860_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok3861_virtualSpan']"
504,Her molao Barbaro,,Hermolaus Barbarus,Hermolaus_Barbarus,true,Name,,ander . Das ander geſchlecht iſt / das wir Ratten nennen / vnd würt vom Her molao Barbaro Pſeudomelanthion genannt / oder Githago / mit langelechten blaͤttlin / wie Lauch / aber horecht,CCLXV,ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sTok6029_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sTok6030_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sTok6031_virtualSpan']"
505,Hermolaus Barbarus,,Hermolaus Barbarus,Hermolaus_Barbarus,true,Name,,iſt Tor⸗ mentilla die erſte Biſtoria . Etliche Wundtartzt nen nen diſe wurtzel ferulum . Hermolaus Barbarus meint / es ſoll Septemfolia oder Heptaphyllõ heiſ⸗ ſen / darumb das etliche ſieben Bletter,36,Experimenta_1550_Schellenberg,"['RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sTok1941_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sTok1942_virtualSpan']"
506,haͤr Chiron,persname anpassen,Cheiron (Mythologie),Herr_Chiron,false,"""besitzt Kenntnisse in der Arzneikunde, galt gelegentlich als Begründer der „Chirurgie“ und übernahm die Ausbildung des Asklepios zum Arzt.""",https://de.wikipedia.org/wiki/Cheiron,wir dem Plinio glauben geben / ſo hat diſzes kraut ſeinen nammen von einem mañ haͤr Chiron genañt . Centau⸗ rus / von dem geſchlecht der Centaurorũ / von denẽ die Poeten,CCLXVI,ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sTok6556_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sTok6557_virtualSpan']"
507,Heſiodus,,Hesiod,Hesiod,true,Name,,"er das Euphorbium zum erſten beſchrieben hab / The- miſon den Wegerich / Muſcus vnd Heſiodus das Bergpolium / Chryſippus , Dieuches vnd Cato das Koͤlkraut / Zeno ein Stoicus die",NaN,NeuwKreuterbuch-VR_1588_Theodorus,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40187', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40188_virtualSpan']"
508,Heſiodus der alt Poet,,Hesiod,Hesiod,true,Name,,weiſz Catho / vnd mit jm der ſcharpff ſinnig Chryſippus ruͤmen das Koͤl kraut . Heſiodus der alt Poet lobt die Pappeln . Ho⸗ merus den Saffran vnd Hyacinthum / Muſeus das Polion /,NaN,NewKreuetterBuch-VR_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterBuch-VR_1539_Bock#sTok1123_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch-VR_1539_Bock#sTok1124_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch-VR_1539_Bock#sTok1125_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch-VR_1539_Bock#sTok1126_virtualSpan']"
509,Heſiodus,,Hesiod,Hesiod,true,Name,,"Weyderich Lyſimachi- am , Homerus den Saffran / den wolriechenden Klee / vnd Hiacynthum , Heſiodus die Pap⸗ peln / Archigenes den Bibergeyl / Ariſtomachus den Weinſtock oder Weinreb / Aſclepiades",NaN,NeuwKreuterbuch-VR_1588_Theodorus,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40197', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40198_virtualSpan']"
510,Hieronymus,,Hieronymus Bock (?),Hieronymus_Bock,true,unklar; eher Hieronymus Braunschweig?,,/ als in gebürgen / vnd gaͤrten do ſye in gepflantzet würt . Bittz hichaͤr Hieronymus . An einem andeeren ort in der beſchreibung des krauts Meliſſa / oder Muͤter⸗ kraut,CCCXVIII,ContrafaytKreuterbuch_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sSpan22928', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok22929_virtualSpan']"
511,Doct. Hierony⸗ mus Bock,,Hieronymus Bock,Hieronymus_Bock,true,über Name,https://de.wikipedia.org/wiki/Hieronymus_Bock,/ iſt auch der Muͤnche Rheubarbara / vnd iſt die rechte wilde Rumex / als Doct. Hierony⸗ mus Bock inn ſeinem Herbario bezeuget / daſſelbige wilde Rumex / iſt erſtlich auff dem Symons Walde,NaN,Experimenta_1550_Schellenberg,"['RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sTok1329_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sTok1330_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sTok1331_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sTok1332_virtualSpan']"
512,Hieronymi,,Hieronymus Bock (?),Hieronymus_Bock,true,eher Hieronymus Braunschweig? (siehe Kontext -> dort Buchtitel),,/ vnnd melancholiam . Wie man aber ſolich bereyten ſoll / beſyhe in dem bůch Hieronymi de compoſitis me⸗ dicamentis . Ratten⸗ blůmen . Ratten,CCLXIII,ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sSpan24689', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sTok24690_virtualSpan']"
513,Trag.,,Hieronymus Bock,Hieronymus_Bock,true,Kürzel,https://de.wikipedia.org/wiki/Hieronymus_Bock,. Ger. 632 . Rai . I. 551 . Syn . 238 . Prunella vulgaris Trag. 301 . Prunella flore minore vulgaris I. B. III. 428 . Brunella Fuchſ. 621 .,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35413', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35414_virtualSpan']"
514,wolerfarẽ Hieronymus von Braunſchweygk,,Hieronymus Brunschwig,Hieronymus_Bock,true,Name,,. reimet ſich aber ebẽ daruff / wie ein fauſt vff ein aug . Der wolerfarẽ Hieronymus von Braunſchweygk / hatt auch ein meynung / vnd redet daruon / vff diſze weiſz . Von,CCCXVIII,ContrafaytKreuterbuch_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok2403_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok2404_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok2405_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok2406_virtualSpan']"
515,Trago,,Hieronymus Bock,Hieronymus_Bock,true,"Hieronymus Bock, genannt Tragus",https://de.wikipedia.org/wiki/Hieronymus_Bock,"1 . WErmuth heiſt ſo viel als waͤr ohn Muth / wie er auch vom Trago al⸗ ſo genennet , und durch den Lateini⸗ ſchen Nahmen ABSINTHIUM noch mehr ausgedrucket wird",459,ViridariumReformatum_1719_Valentini,"['RIDGES_Herbology_Version9.0/ViridariumReformatum_1719_Valentini#sSpan18310', 'RIDGES_Herbology_Version9.0/ViridariumReformatum_1719_Valentini#sTok18311_virtualSpan']"
516,Hieronymi,,Hieronymus Bock (?),Hieronymus_Bock,true,unklar; eher Hieronymus Braunschweig?,,als wider den todt / vñ alle kranckheyten der bruſt . Diſzes ſeind die wort Hieronymi von den Steinbrechen . Den Widertodt hab ich alſo geſehẽ / wie er hye beſchriben,CCXL,ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels#sSpan25027', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels#sTok25028_virtualSpan']"
517,Hieronymus,,Hieronymus Bock (?),Hieronymus_Bock,true,unklar; eher Hieronymus Braunschweig?,,den bletteren / klein / rond / geparet / vnd wie zwey hoͤdlin henckend . Hieronymus ſpricht / das noch auch ein kraut ſey / Gůtheynrich genañt / oder Schmerbel,CCCXVI,ContrafaytKreuterbuch_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sSpan22916', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok22917_virtualSpan']"
518,Hieronymi von Braunſchweyg,,Hieronymus Brunschwig,Hieronymus_Bock,true,Name,,die macht gethon / ſtopfft den frawen ire zeyt . Zermalmet den ſtein . Erfarnüſſzen Hieronymi von Braunſchweyg von dem Saurampffer . Saurampffer waſſer leſcht den durſt . Kület die leber . Benympt,CCLXXII,ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok4574_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok4575_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok4576_virtualSpan']"
519,Hieronymus,,Hieronymus Bock (?),Hieronymus_Bock,true,unklar; eher Hieronymus Braunschweig?,,eines alten hanen bruͤe / iſt vnd mit eim zucker abbereyt das aller beſſt . Hieronymus ſpricht / das Bingelkraut waſſer in die naſzẽ gezoge etwan offt / iſt gůt dan,CCCXVI,ContrafaytKreuterbuch_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sSpan22919', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok22920_virtualSpan']"
520,Hieronymi võ Braunſchweyg,,Hieronymus Brunschwig,Hieronymus_Bock,true,Name,,ein wentzig ſcharpff / rotlecht / henckt an den ſtengelen vnd zweigen . Die meynung Hieronymi võ Braunſchweyg . Hieronymus von Braunſchweyg vnderſcheydet ſye alſo / vñ ſpricht / das des krauts Saurampffer,CCLXXI,ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok4115_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok4116_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok4117_virtualSpan']"
521,Hieronymus Bock,,Hieronymus Bock,Hieronymus_Bock,true,über Name,https://de.wikipedia.org/wiki/Hieronymus_Bock,erſten namen ge⸗ ſchrieben habe / vm der gemeinen erkanntnuſz wil⸗ len . Der hochgelehrte Hieronymus Bock / nennet ſie ſein Peſtilentzwurzel / machet auch einen Teut⸗ ſchen Coſtum darauſz / Solches,33,Experimenta_1550_Schellenberg,"['RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sTok308_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sTok309_virtualSpan']"
522,wolgelert D. Hieronymus Bock,,Hieronymus Bock,Hieronymus_Bock,true,über Name,https://de.wikipedia.org/wiki/Hieronymus_Bock,gar vnbekañt bey den hochgelerten / bitz zů letſt mir ein meynung für⸗ geſchlagen der wolgelert D. Hieronymus Bock / ein ſonderlicher erfarener der kreüter krafft / vnd artzet meins gnedigſtẽ herren zů Zweinbrücken,CCCXVIII,ContrafaytKreuterbuch_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok2133_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok2134_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok2135_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok2136_virtualSpan']"
523,Hieronymus,,Hieronymus Bock (?),Hieronymus_Bock,true,unklar; eher Hieronymus Braunschweig?,,hat er ym doch gnůg gethon / allein gemangeler erkantnüſſz der ſprachen . Nun diſzer Hieronymus hat es alſo verſtanden . Antiffien / ſpricht er / würt zů Latin genañt Endiuia,CCLXXXV,ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sSpan27660', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok27661_virtualSpan']"
524,hocherfaren Hieronymus von Braunſchweygk,,Hieronymus Brunschwig,Hieronymus_Bock,true,Name,,herba Mercurialis genannt / oder S. peterskraut . Das waſſer von diſzem kraut braucht der hocherfaren Hieronymus von Braunſchweygk für das abnemen . für den haubtſchwyndel . Denen ſo blůt ſpeyen . für alle,CCCXV,ContrafaytKreuterbuch_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok1294_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok1295_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok1296_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok1297_virtualSpan']"
525,Hierony⸗ mus Braunſchweig,,Hieronymus Brunschwig,Hieronymus_Bock,true,Name,,in die wurtz wüſch thůt / damit die alten weiber vil narren werck treiben . Hierony⸗ mus Braunſchweig ſagt dem kraut Schoſzwurtz vñ Garthagen / darum̃ dz es nutz iſt pfeyl vñ anders,xcviii,NewKreuetterBuch_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sTok2641_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sTok2642_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sTok2643_virtualSpan']"
526,Tragus,,Hieronymus Bock,Hieronymus_Bock,true,Kürzel & Name,https://de.wikipedia.org/wiki/Hieronymus_Bock,"Johanns⸗Tag an den Wurtzeln des Beyfuſſes ſollen gefunden wer⸗ den ? Bodæus à Stapelen , Tragus und andere nen⸗ nen ſolche zwar Narren⸗Steine : allein dieſe Sach iſt doch ſo ſchlechterdings",464,ViridariumReformatum_1719_Valentini,"['RIDGES_Herbology_Version9.0/ViridariumReformatum_1719_Valentini#sSpan18322', 'RIDGES_Herbology_Version9.0/ViridariumReformatum_1719_Valentini#sTok18323_virtualSpan']"
527,Hieronymus Bock,,Hieronymus Bock,Hieronymus_Bock,true,über Name,https://de.wikipedia.org/wiki/Hieronymus_Bock,kleinen weiſzleibfarben bluͤmlin / anzůſehen wie ein ſchoͤ ner Traub inn der bluͤet / wie auch Hieronymus Bock gleicher maſz darvonredet . Die blůme gewinnt eine͂ ſtengel einer ſpannen hoch / verwelcken,NaN,Experimenta_1550_Schellenberg,"['RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sTok118_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sTok119_virtualSpan']"
528,D. Hieronymus Bock von Zweyen brücken,,Hieronymus Bock,Hieronymus_Bock,true,über Name,https://de.wikipedia.org/wiki/Hieronymus_Bock,landen / alſo / das ſye yetzundt allenthalben in den gaͤrten gezyelet werden . D. Hieronymus Bock von Zweyen brücken ( welchem ich den preyſz gibe für alle geleerten ſo noch bey dem leben /,CCCXXI,ContrafaytKreuterbuch_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok3580_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok3581_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok3582_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok3583_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok3584_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok3585_virtualSpan']"
529,Hiero. Braunſchweig,,Hieronymus Brunschwig,Hieronymus_Bock,true,Name,,Oribaſium lib. 2. de poten. ſimp. Platinam lib. 3. Joannem Meſ. Jacobum de Manlijs vnd Hiero. Braunſchweig . Von der krafft vnd würckung . DEr Weronmůt iſt eyn bewert vñ beruͤmpt gewechs,xcvi,NewKreuetterBuch_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sTok408_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sTok409_virtualSpan']"
530,Hieronymus von Braunſchweyg,,Hieronymus Brunschwig,Hieronymus_Bock,true,Name,,rotlecht / henckt an den ſtengelen vnd zweigen . Die meynung Hieronymi võ Braunſchweyg . Hieronymus von Braunſchweyg vnderſcheydet ſye alſo / vñ ſpricht / das des krauts Saurampffer ſey dreyer handt .,CCLXXI,ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok4119_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok4120_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok4121_virtualSpan']"
531,Hieronymus,,Hieronymus Bock (?),Hieronymus_Bock,true,unklar; eher Hieronymus Braunschweig?,,ſich auch vff der erden . Vnd diſze drey werden genañt die kleine Steinbeeche . Hieronymus ſpricht / dz steinfar ſey Capillus Veneris / vnd derſelbigẽ geschlecht ſeyen fyer / als,CCXL,ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels#sSpan25026', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels#sTok25027_virtualSpan']"
532,Hieronymus võ Braun ſchweyg,,Hieronymus Brunschwig,Hieronymus_Bock,true,Name,,ſpitzen knoͤpffen / vnnd ſein wurtzel gemeyngklich vff zweyer mañ lang . Diſzen dorn halt Hieronymus võ Braun ſchweyg für Mañstrew / vnd neñents vff latin Eryngium / vnd Centũcapita . Aber,CCLXXXII,ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6143_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6144_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6145_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6146_virtualSpan']"
533,Hieronymum von Brunſchweyg,,Hieronymus Brunschwig,Hieronymus_Bock,true,Name,,vilen / will yedoch nit freuel vrteyl ſprechen . Die meynung Hieronymi von Brunſchweyg . Hieronymum von Brunſchweyg zeühe ich allenthalben gern an . dann der gemeynẽ kreüter hat er hohen verſtandt,CCLXXXV,ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6876_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6877_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6878_virtualSpan']"
534,Hieronymus,,Hieronymus Bock (?),Hieronymus_Bock,true,unklar; eher Hieronymus Braunschweig?,,vñ zů teütſch Bauchampffer . Bitz hye haͤr Hieronymus . Von diſzem dritten geſchlecht habẽ wir geſagt in der beſchribung der Klee / dieweil,CCLXXII,ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sSpan27629', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok27630_virtualSpan']"
535,Hieronymus von Braunſchweyg,,Hieronymus Brunschwig,Hieronymus_Bock,true,Name,,von dem genannten Chirone / Chironion geneñt / oder Cen taureum . Wiewol Hieronymus von Braunſchweyg ein andere meynũg hat / vnd meynet / es heyſſze Aurin . darumb / das,CCLXVI,ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sTok6651_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sTok6652_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sTok6653_virtualSpan']"
536,H. Braunſchweig,,Hieronymus Brunschwig,Hieronymus_Bock,true,Name,,Wiewol etliche den Coriander auſz vn⸗ uerſtant / ſunderlich im Weſterich auch aͤnis nennen . H. Braunſchweig ſagt im feniculum Romanum . Diſer ſamen / der gleichen fenchel ſamẽ / Kymmel,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok4185_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok4186_virtualSpan']"
537,Hieronymi von Brunſchweyg,,Hieronymus Brunschwig,Hieronymus_Bock,true,Name,,wunderbar⸗ liche meynungen von vilen / will yedoch nit freuel vrteyl ſprechen . Die meynung Hieronymi von Brunſchweyg . Hieronymum von Brunſchweyg zeühe ich allenthalben gern an . dann der gemeynẽ kreüter,CCLXXXV,ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6872_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6873_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6874_virtualSpan']"
538,Hieronymi von Braun⸗ ſchweyg,,Hieronymus Brunschwig,Hieronymus_Bock,true,Name,,würt ein gůt werck thůn / das er vns diſzes haders entſcheyde . ¶ Erfarnuſſzen Hieronymi von Braun⸗ ſchweyg von diſzem kraut vnd waſſer . Cardobenedicten getruncken / benympt das haubtwee . Für das,CCLXXX,ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok5946_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok5947_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok5948_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok5949_virtualSpan']"
