,persname,dipl,dipl_ctx_lr15,pb_n,doc,dipl-ids
792,Georg_Franz_Hoffmann,Hoffm.,Roth. Flor. germ. T. I. p. 352 . T. II. P. II. p. 307 . Hoffm. Deutschl. Flor. P. I. p. 291 . Artemisia vulgaris major . C. Bauh. pin. p.,NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sSpan16728', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok16729_virtualSpan']"
793,Caspar_Bauhin,C. Bauh.,p. 307 . Hoffm. Deutschl. Flor. P. I. p. 291 . Artemisia vulgaris major . C. Bauh. pin. p. 137 . Rupp. Jen. p. 196 . Artemisia vulgaris . Joh. Bauh. hist.,NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok1338_virtualSpan', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok1339_virtualSpan']"
794,Heinrich_Bernhard_Rupp,Rupp.,P. I. p. 291 . Artemisia vulgaris major . C. Bauh. pin. p. 137 . Rupp. Jen. p. 196 . Artemisia vulgaris . Joh. Bauh. hist. 3. p. 184 . Buxb.,NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sSpan16730', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok16731_virtualSpan']"
795,Johann_Bauhin,Joh. Bauh.,. C. Bauh. pin. p. 137 . Rupp. Jen. p. 196 . Artemisia vulgaris . Joh. Bauh. hist. 3. p. 184 . Buxb. Halens. p. 26 Dill. Gies. p. 158 . Hopp.,NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok1352_virtualSpan', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok1353_virtualSpan']"
796,Johann_Jacob_Dillen,Dill.,. Artemisia vulgaris . Joh. Bauh. hist. 3. p. 184 . Buxb. Halens. p. 26 Dill. Gies. p. 158 . Hopp. Flor. Ger. p. 119 . Volck. Norimb. . p. 45,NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sSpan16732', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok16733_virtualSpan']"
797,David_Heinrich_Hoppe,Hopp.,"Bauh. hist. 3. p. 184 . Buxb. Halens. p. 26 Dill. Gies. p. 158 . Hopp. Flor. Ger. p. 119 . Volck. Norimb. . p. 45 . Gemeiner Beyfuſs , Beywich",NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sSpan16733', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok16734_virtualSpan']"
798,Johann_Georg_Volkamer,Volck.,"Buxb. Halens. p. 26 Dill. Gies. p. 158 . Hopp. Flor. Ger. p. 119 . Volck. Norimb. . p. 45 . Gemeiner Beyfuſs , Beywich , Beybes , Bybs , Buck",NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sSpan16734', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok16735_virtualSpan']"
799,Tabernaemontanus,Tabernemontan,"nämlich eine mit purpurfarbigem und eine mit weiſslichem Stengel ; und man hat daher nach Tabernemontan die erstere rothen Beyfuſs , Artemisia rubra , die letztere hingegen weiſsen Beyfuſs , Artemisia",NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sSpan16735', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok16736_virtualSpan']"
800,Remler,Herrn Remler`s,"der Artemisia campestris gesammelt wird . Die Artemisia vulgaris , die nach den Erfahrungen des Herrn Remler`s 2/3 ½ ihres Gewichts beym Trocknen verliert , hat einen sehr wenig bittern Geschmack ,",NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok1863_virtualSpan', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok1864_virtualSpan']"
801,Carl_von_Linné,Linn.,"formi adpressis . ) Erysimum ( officinale ) siliquis spicae adpressis , filiis runcinatis . Linn. Spec. plant. ed. Willd. T. III. p. 509 . Hoffm. Deutschl. Flor. P. I. p.",NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sSpan16737', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok16738_virtualSpan']"
802,Georg_Franz_Hoffmann,Hoffm.,"adpressis , filiis runcinatis . Linn. Spec. plant. ed. Willd. T. III. p. 509 . Hoffm. Deutschl. Flor. P. I. p. 237 . Erysimum vulgare . C. Bauh. pin. p. 100",NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sSpan16738', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok16739_virtualSpan']"
803,Caspar_Bauhin,C. Bauh.,III. p. 509 . Hoffm. Deutschl. Flor. P. I. p. 237 . Erysimum vulgare . C. Bauh. pin. p. 100 . Bergen Flor. Francof. p. 121 . n. 1 Buxb. Ha- lens.,NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok2249_virtualSpan', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok2250_virtualSpan']"
804,Johann_Jacob_Dillen,Dill.,. Bergen Flor. Francof. p. 121 . n. 1 Buxb. Ha- lens. p. 106 . Dill. Gies. p. 93 . Rupp. Jen. p. 82 . Sisymbrium ( officinale ) caule ramoso,NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sSpan16740', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok16741_virtualSpan']"
805,Heinrich_Bernhard_Rupp,Rupp.,"121 . n. 1 Buxb. Ha- lens. p. 106 . Dill. Gies. p. 93 . Rupp. Jen. p. 82 . Sisymbrium ( officinale ) caule ramoso divaricato , siliquis adpressis ,",NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sSpan16741', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok16742_virtualSpan']"
806,Johann_Georg_Volkamer,Volck.,"spicae adpressis . Crantz Austr. p. 54 . n. 10 . Erysimum sen Irio . Volck. Norimb. p. 145 . Arzney-Hederich , gewöhnlicher Hederich , Wegsenf , gelbes Eisenkraut , Eisenkrautweiblein",NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sSpan16742', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok16743_virtualSpan']"
807,Wittlinger,Wittlinger,"ſich zu hüten , daſz man ſie nicht mit dem Alant oder Hundsauge verwechſelt . Wittlinger ſagt über dieſe erſt in der neuern Zeit gehörig anerkannte Pflanze : Die Arnica enthält",620,GrossesIllustriertesKraeuterbuch_1860_Mueller,"['RIDGES_Herbology_Version9.0/GrossesIllustriertesKraeuterbuch_1860_Mueller#sSpan23874', 'RIDGES_Herbology_Version9.0/GrossesIllustriertesKraeuterbuch_1860_Mueller#sTok23875_virtualSpan']"
808,Paolo_Khevenhüller_von_Aichelberg,Paulo Kheuenhuͤller von Aichelberg,/ Frey⸗ herrn in LandtsCron vnd Wernberg / Erbherrn in Dem Hohen⸗ Oſterwitz vnd Carlsberg Wolgebornen Herrn / Herrn Paulo Kheuenhuͤller von Aichelberg,NaN,HortulusSanitatis-VR_1609_Uffenbach,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok6_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok7_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok8_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok9_virtualSpan']"
809,König_Salomon,Koͤnigs Salomons,Art . Welche alle der Erden ein ſolche zierte vervrſachen : deren deſz aller⸗ weiſeſten Koͤnigs Salomons Herrlichkeit nit kan verglichen wer⸗ den / ja gegen welcher alle guͤldene Stuͤck vñ Tapezereyen,NaN,HortulusSanitatis-VR_1609_Uffenbach,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok434_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok435_virtualSpan']"
810,König_Salomon,Koͤ⸗ nig Salomons,Schoͤpffer war verliehen / auff vns geerbt / vnd die Schrifften deſz vor entwehnten weiſen Koͤ⸗ nig Salomons / welche er von allen ſolchen Geſchoͤpffen Gottes verzeichnet / nicht weren vmbkommen vnd verlohren,NaN,HortulusSanitatis-VR_1609_Uffenbach,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok553_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok554_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok555_virtualSpan']"
811,Karl_V._(HRR),Keyser Carolo dem Fuͤnfften,Schildt an jhre Haͤuſer herauſz hencken / jhre gelbe Ringlin / ſo jhnen doch vnter Keyser Carolo dem Fuͤnfften im Jahr 1530 . zu Augſpurg an jhren Roͤcken / Maͤnteln oder Kappen an allenorten,NaN,HortulusSanitatis-VR_1609_Uffenbach,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok1314_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok1315_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok1316_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok1317_virtualSpan']"
812,Maimonides,Magda Rabi Moſis,jhre Cuhr bekommen / zu erwuͤrgen . Ja es wirdt jhnen auch in dem Buch Magda Rabi Moſis deſz Egy⸗ ptiers im zehenten Capittel auſztruͤcklich erlaubt / den Chriſten nach Leib vnd Leben,NaN,HortulusSanitatis-VR_1609_Uffenbach,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok1560_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok1561_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok1562_virtualSpan']"
813,Jesus_von_Nazaret,Je⸗ ſus von Nazareth,hineyn ſtoſſen / die⸗ weil wir nemlich Zerſtoͤrer ſeyen jhres Geſetzes / wie auch der Je⸗ ſus von Nazareth vnd ſeine Juͤnger / vnnd derowegen wol wehrt / daſz man vnſere Namen vnnd Gedaͤchtnuſz,NaN,HortulusSanitatis-VR_1609_Uffenbach,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok1660_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok1661_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok1662_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok1663_virtualSpan']"
814,Simon_Petrus,Apoſtel Petrus,alle v⸗ brige Zeit mit Stuͤmpeln in der Artzney zubringen / vngeacht da ſz der Apoſtel Petrus in dem vierdten Capittel ſeiner erſten Epiſt el alle die / ſo in ein frembd,NaN,HortulusSanitatis-VR_1609_Uffenbach,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok2471_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok2472_virtualSpan']"
815,D._Luther,D. Luther,viel betrogen / und jhre Vermeſſenheit hat viel geſtuͤrtzt . Denn die ſich ( ſagt D. Luther am Randt ) eyndringen / da ſie vngeſchickt vnd vnberuffen ſind / da muſz zu,NaN,HortulusSanitatis-VR_1609_Uffenbach,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok2569_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok2570_virtualSpan']"
816,Johannes_Andrä_von_Königgrätz,IOANNIS AN- DREÆ DE,Noth kein Geſetz . Anderer Landſtreiffer vñ Leutbetrieger habe ich in der Vorrede der Chirurgy IOANNIS AN- DREÆ DE CRVCE weitlaͤufftig gedacht / ohne Noth ſolches allhie zuwiderholen . Daſz aber E. G.,NaN,HortulusSanitatis-VR_1609_Uffenbach,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok2884_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok2885_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok2886_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok2887_virtualSpan']"
817,Tobia_Eysselio,Tobia Eyſſelio,"allen andern freyen Kuͤnſten ( als zu welchen ſie von dem Ehrnveſten vñ hochgelehrten Herrn Tobia Eyſſelio , deren wolbeſtelltẽ Hoffmeiſter / meinẽ inſon⸗ ders groſzguͤnſtigen Herrn vñ vertraweten Freundt auff das",NaN,HortulusSanitatis-VR_1609_Uffenbach,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok2969_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok2970_virtualSpan']"
818,Genthios,Gentius,anders verwundert / offt vnd viel beluſti_et : Als da ſind geweſen der Wenden Koͤnig Gentius genannt / von welchem das Kraut Gentiana oder Entzian iſt erfunden : Di_ Koͤ⸗ nigin,NaN,HortulusSanitatis-VR_1609_Uffenbach,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sSpan20087', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok20088_virtualSpan']"
819,Artemis,Artemiſia,"genannt / von welchem das Kraut Gentiana oder Entzian iſt erfunden : Di_ Koͤ⸗ nigin Artemiſia in Caria , als die Erfinderin der Artemiſi_ oder Beyfuſz : Euax der Koͤnig in",NaN,HortulusSanitatis-VR_1609_Uffenbach,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sSpan20088', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok20089_virtualSpan']"
820,Friedrich_III.,Friede⸗ rich der dritte,"Erfinderin der Artemiſi_ oder Beyfuſz : Euax der Koͤnig in Arabia , vnd ſonderlich Keyser Friede⸗ rich der dritte / welcher in Erforſchung vnd Erkanntnuſz der Kraͤu⸗ ter ſo weit kommen / daſz er",NaN,HortulusSanitatis-VR_1609_Uffenbach,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok3112_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok3113_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok3114_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok3115_virtualSpan']"
821,Cuspianus,Cuſpiniani,ter ſo weit kommen / daſz er auch die allergelehrteſte Medicos ſeiner Zeit nach deſz Cuſpiniani Zeugnuſz vbertroffen hat . Vnd wer wolte zu ſolcher Kunſt nicht luſt haben / vnd,NaN,HortulusSanitatis-VR_1609_Uffenbach,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sSpan20090', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok20091_virtualSpan']"
822,Sebastian_Kneipp,Kneipp,"gr. aufs Liter . Bekannt und berüchtigt iſt der Abſinthlikör als franzöſiſches Leibgetränk . Kneipp rühmt den Wer⸗ mut als Magenmittel , indem er die Blähungen ableite , die Magenſäfte",163,Kraeuterbuch_1914_Losch,"['RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sSpan20250', 'RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sTok20251_virtualSpan']"
823,Sebastian_Kneipp,Kneipp,"ſtinkt , der koche Wermut und Zitronenrinde in Wein und trinke es ( auch von Kneipp erwähnt ) . Wermut in Wein geſotten und getrunken , iſt gut für das Ausbleiben",163,Kraeuterbuch_1914_Losch,"['RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sSpan20251', 'RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sTok20252_virtualSpan']"
824,Eberhard_Gmelin,Gmelin,"ihr Geruch iſt angenehmer und ihre Wirkung in Beſchwerden der monatlichen Reinigung berühmter ; &quot; Gmelin . &quot; Etliche meinen , Beifuſz habe darum den Namen , ſo man's in",164,Kraeuterbuch_1914_Losch,"['RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sSpan20252', 'RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sTok20253_virtualSpan']"
825,Plinius_der_Ältere,Plinius,"trägt und über Feld wandert , ſoll es vor Müdigkeit bewahren und das ſagt auch Plinius , glaub's , wer da will . Man nennt s auch St. Johanns Gürtel",164,Kraeuterbuch_1914_Losch,"['RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sSpan20253', 'RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sTok20254_virtualSpan']"
826,Pietro_Andrea_Mattioli,Matthiolus,"damit gürten und krönen für bös Geſpenst , Unfall und Krankheit desſelbigen Jahres . &quot; Matthiolus . Aus Kräuterbüchern : &quot; Beifuſz , ſonderlich der rote , in Wein geſotten und",164,Kraeuterbuch_1914_Losch,"['RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sSpan20254', 'RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sTok20255_virtualSpan']"
827,Sebastian_Kneipp,Kneipp,"gr. aufs Liter Waſſer , von Blüten oder Blättern oder beiden ge⸗ miſcht . Kneipp rät den Huflattichtee zum Reinigen der Bruſt an ; auch ſolle man die Blätter auf",165,Kraeuterbuch_1914_Losch,"['RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sSpan20255', 'RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sTok20256_virtualSpan']"
828,Eberhard_Gmelin,Gmelin,", herzſtärkende Kräfte zuge⸗ ſchrieben . Aeuſzerlich wird ſie auf bösartige Ge⸗ ſchwüre angewandt . Gmelin ſagt : &quot; Die Wurzel kann als ein zerteilendes Mittel in Geſchwülſten , als ein",166,Kraeuterbuch_1914_Losch,"['RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sSpan20256', 'RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sTok20257_virtualSpan']"
829,Sebastian_Kneipp,Kneipp,"hitzigen Krankheiten muſz ſie , wie alle ähn⸗ lichen Mittel , notwendig ſchaden . &quot; Kneipp ſagt von den Blättern , daſz ſie in gleicher Weiſe , wie die Huflattichblätter ,",166,Kraeuterbuch_1914_Losch,"['RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sSpan20257', 'RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sTok20258_virtualSpan']"
830,Hermann_Hager,Hager,"( weingeiſtiger Auszug ) aus der ganzen , friſchen , blühenden Arnikapflanze . ( Nach Hager . ) Kneipp empfiehlt die Arnikatinktur zum Aus⸗ waſchen der Wunden und zu Umſchlägen .",166,Kraeuterbuch_1914_Losch,"['RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sSpan20258', 'RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sTok20259_virtualSpan']"
831,Sebastian_Kneipp,Kneipp,") aus der ganzen , friſchen , blühenden Arnikapflanze . ( Nach Hager . ) Kneipp empfiehlt die Arnikatinktur zum Aus⸗ waſchen der Wunden und zu Umſchlägen . In der Homöopathie",166,Kraeuterbuch_1914_Losch,"['RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sSpan20259', 'RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sTok20260_virtualSpan']"
832,Sebastian_Kneipp,Kneipp,", wird zu gleichen Teilen aus dem friſchen Kraut und den friſchen Blumen bereitet . Kneipp verwandte den Tee von Kraut und Blumen gegen Drüſenverhärtung , Skrofeln , Bruſtkrebs und Stockungen",167,Kraeuterbuch_1914_Losch,"['RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sSpan20260', 'RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sTok20261_virtualSpan']"
833,Eberhard_Gmelin,Gmelin,Anwendung . &quot; Man hat ſie ehe⸗ mals als ein vorzügliches Augenmittel gerühmt ; &quot; Gmelin . Aus Kräuterbüchern : &quot; Das Pulver da⸗ von iſt kräftig wider die Gelbſucht eingenommen,168,Kraeuterbuch_1914_Losch,"['RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sSpan20261', 'RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sTok20262_virtualSpan']"
834,Mathie_Holtzwart,Mathie Holtzwart,der freyen Kuͤnſten Magiſtro / Stat⸗ ſchreiber zu Rapperſchweyer / Dem meinem inſonders guͤnſtigen Ehrnhafften / wolge⸗ lehrten Herrn Mathie Holtzwart /,11,Kraeutterbuch-VR_1609_Carrichter,"['RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok7_virtualSpan', 'RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok8_virtualSpan']"
835,Carrichter,Bar⸗ tholomæi Charrich⸗ ters,Freund . VOr wenig Jaren hab ich deſz Edelen / vnnd Hochgelehrten Her⸗ ren Doctoris Bar⸗ tholomæi Charrich⸗ ters / ſo der Roͤmiſchen Kaͤyſerli⸗ chen Maieſtat Maximiliani deſz andern / vnſers aller gnaͤdigſten Herren,11,Kraeutterbuch-VR_1609_Carrichter,"['RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok39_virtualSpan', 'RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok40_virtualSpan', 'RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok41_virtualSpan', 'RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok42_virtualSpan']"
836,Maximilian_I._(HRR),Maximiliani deſz andern,Hochgelehrten Her⸗ ren Doctoris Bar⸗ tholomæi Charrich⸗ ters / ſo der Roͤmiſchen Kaͤyſerli⸗ chen Maieſtat Maximiliani deſz andern / vnſers aller gnaͤdigſten Herren & c. Hoff Doctor geweſen / allen der Artzney liebhabern,11,Kraeutterbuch-VR_1609_Carrichter,"['RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok50_virtualSpan', 'RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok51_virtualSpan', 'RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok52_virtualSpan']"
837,Carrichter,Car⸗ richter,zeichen es ſey . Auſz diſen allen iſt leichtlich zu⸗ erkennen / das dieſer Doctor Car⸗ richter ein gelehrter vnd erfahrner Mann geweſen / wiewol jhn etliche Medici / doch vnbillich /,15,Kraeutterbuch-VR_1609_Carrichter,"['RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok484_virtualSpan', 'RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok485_virtualSpan']"
838,Paracelsus,Theophraſto Paracclſo,nũ ( wie ich auch in deren andern zwey en Buͤchlein Praͤfation gemeldet ) auſz Theophraſto Paracclſo ſeine fundamenta genommen / vnd aber davon abgewichen / vñ ein ſondern methodum in ſeinem,15,Kraeutterbuch-VR_1609_Carrichter,"['RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok538_virtualSpan', 'RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok539_virtualSpan']"
839,Carrichter,Car⸗ richter,man jhnen zu ſchreibt / offt ſo wenig erzeigen / mit denen aber gemelter Doctor Car⸗ richter ſo viel hat auſzgericht / das man jn den kraͤutel Doctor genent hat . Dann,16,Kraeutterbuch-VR_1609_Carrichter,"['RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok693_virtualSpan', 'RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok694_virtualSpan']"
840,Paracelsus,Teoph : Paracelſi,ckiſch Keyſer haben mag / Weiſz / gruͤn / vnnd Gelb / welche mit deſz Teoph : Paracelſi deſcription ſich gantz vnd gar vergleicht . Jch hab ein Waſſer eines Holtzes / das,21,Kraeutterbuch-VR_1609_Carrichter,"['RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok1417_virtualSpan', 'RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok1418_virtualSpan', 'RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok1419_virtualSpan']"
841,Michael_Torites,Michael Torites,vnd wir mit Fuͤſ⸗ ſen darauff gehn . Damit dem Herrren befohlen . E. W. Michael Torites Doctor Medicinæ .,24,Kraeutterbuch-VR_1609_Carrichter,"['RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok1818_virtualSpan', 'RIDGES_Herbology_Version9.0/Kraeutterbuch-VR_1609_Carrichter#sTok1819_virtualSpan']"
842,Hipólito_Ruiz_López,R.,"Juss. ) Kf. ziemlich klein , zwischen den 565. Soliva R. P. ( Solivaea Cass. , Gymnostyles",280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23526', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23527_virtualSpan']"
